stored,on,0,blue_jaz],0
stored,on,0,cauliflower],0
stored,on,0,green_bean],0
stored,on,0,kale],0
stored,on,0,parsnip],5
stored,on,0,potato],0
stored,on,0,rhubarb],0
stored,on,0,strawberry],0
stored,on,0,tulip],0
stored,on,0,unmilled_rice],0
stored,on,1,blue_jaz],0
stored,on,1,cauliflower],0
stored,on,1,green_bean],0
stored,on,1,kale],0
stored,on,1,parsnip],0
stored,on,1,potato],0
stored,on,1,rhubarb],0
stored,on,1,strawberry],0
stored,on,1,tulip],0
stored,on,1,unmilled_rice],0
stored,on,2,blue_jaz],0
stored,on,2,cauliflower],0
stored,on,2,green_bean],0
stored,on,2,kale],0
stored,on,2,parsnip],0
stored,on,2,potato],0
stored,on,2,rhubarb],0
stored,on,2,strawberry],0
stored,on,2,tulip],0
stored,on,2,unmilled_rice],0
stored,on,3,blue_jaz],0
stored,on,3,cauliflower],0
stored,on,3,green_bean],0
stored,on,3,kale],0
stored,on,3,parsnip],0
stored,on,3,potato],0
stored,on,3,rhubarb],0
stored,on,3,strawberry],0
stored,on,3,tulip],0
stored,on,3,unmilled_rice],0
stored,on,4,blue_jaz],0
stored,on,4,cauliflower],0
stored,on,4,green_bean],0
stored,on,4,kale],0
stored,on,4,parsnip],0
stored,on,4,potato],0
stored,on,4,rhubarb],0
stored,on,4,strawberry],0
stored,on,4,tulip],0
stored,on,4,unmilled_rice],0
stored,on,5,blue_jaz],0
stored,on,5,cauliflower],0
stored,on,5,green_bean],0
stored,on,5,kale],0
stored,on,5,parsnip],0
stored,on,5,potato],0
stored,on,5,rhubarb],0
stored,on,5,strawberry],0
stored,on,5,tulip],0
stored,on,5,unmilled_rice],0
stored,on,6,blue_jaz],0
stored,on,6,cauliflower],0
stored,on,6,green_bean],0
stored,on,6,kale],0
stored,on,6,parsnip],0
stored,on,6,potato],0
stored,on,6,rhubarb],0
stored,on,6,strawberry],0
stored,on,6,tulip],0
stored,on,6,unmilled_rice],0
stored,on,7,blue_jaz],0
stored,on,7,cauliflower],0
stored,on,7,green_bean],0
stored,on,7,kale],0
stored,on,7,parsnip],0
stored,on,7,potato],0
stored,on,7,rhubarb],0
stored,on,7,strawberry],0
stored,on,7,tulip],0
stored,on,7,unmilled_rice],0
stored,on,8,blue_jaz],0
stored,on,8,cauliflower],0
stored,on,8,green_bean],0
stored,on,8,kale],0
stored,on,8,parsnip],21
stored,on,8,potato],0
stored,on,8,rhubarb],0
stored,on,8,strawberry],0
stored,on,8,tulip],0
stored,on,8,unmilled_rice],0
stored,on,9,blue_jaz],0
stored,on,9,cauliflower],0
stored,on,9,green_bean],0
stored,on,9,kale],0
stored,on,9,parsnip],8
stored,on,9,potato],0
stored,on,9,rhubarb],0
stored,on,9,strawberry],0
stored,on,9,tulip],0
stored,on,9,unmilled_rice],0
stored,on,10,blue_jaz],0
stored,on,10,cauliflower],0
stored,on,10,green_bean],0
stored,on,10,kale],0
stored,on,10,parsnip],8
stored,on,10,potato],0
stored,on,10,rhubarb],0
stored,on,10,strawberry],0
stored,on,10,tulip],0
stored,on,10,unmilled_rice],0
stored,on,11,blue_jaz],0
stored,on,11,cauliflower],0
stored,on,11,green_bean],0
stored,on,11,kale],0
stored,on,11,parsnip],3
stored,on,11,potato],0
stored,on,11,rhubarb],0
stored,on,11,strawberry],0
stored,on,11,tulip],0
stored,on,11,unmilled_rice],0
stored,on,12,blue_jaz],0
stored,on,12,cauliflower],0
stored,on,12,green_bean],0
stored,on,12,kale],0
stored,on,12,parsnip],0
stored,on,12,potato],0
stored,on,12,rhubarb],0
stored,on,12,strawberry],0
stored,on,12,tulip],0
stored,on,12,unmilled_rice],0
stored,on,13,blue_jaz],0
stored,on,13,cauliflower],0
stored,on,13,green_bean],0
stored,on,13,kale],0
stored,on,13,parsnip],15
stored,on,13,potato],0
stored,on,13,rhubarb],0
stored,on,13,strawberry],0
stored,on,13,tulip],0
stored,on,13,unmilled_rice],0
stored,on,14,blue_jaz],0
stored,on,14,cauliflower],0
stored,on,14,green_bean],0
stored,on,14,kale],0
stored,on,14,parsnip],15
stored,on,14,potato],0
stored,on,14,rhubarb],0
stored,on,14,strawberry],0
stored,on,14,tulip],0
stored,on,14,unmilled_rice],0
stored,on,15,blue_jaz],0
stored,on,15,cauliflower],0
stored,on,15,green_bean],0
stored,on,15,kale],0
stored,on,15,parsnip],22
stored,on,15,potato],0
stored,on,15,rhubarb],0
stored,on,15,strawberry],0
stored,on,15,tulip],0
stored,on,15,unmilled_rice],0
stored,on,16,blue_jaz],0
stored,on,16,cauliflower],0
stored,on,16,green_bean],0
stored,on,16,kale],0
stored,on,16,parsnip],150
stored,on,16,potato],0
stored,on,16,rhubarb],0
stored,on,16,strawberry],0
stored,on,16,tulip],0
stored,on,16,unmilled_rice],0
stored,on,17,blue_jaz],0
stored,on,17,cauliflower],0
stored,on,17,green_bean],0
stored,on,17,kale],0
stored,on,17,parsnip],0
stored,on,17,potato],0
stored,on,17,rhubarb],0
stored,on,17,strawberry],0
stored,on,17,tulip],0
stored,on,17,unmilled_rice],0
stored,on,18,blue_jaz],0
stored,on,18,cauliflower],0
stored,on,18,green_bean],0
stored,on,18,kale],0
stored,on,18,parsnip],4
stored,on,18,potato],0
stored,on,18,rhubarb],0
stored,on,18,strawberry],0
stored,on,18,tulip],0
stored,on,18,unmilled_rice],0
stored,on,19,blue_jaz],0
stored,on,19,cauliflower],0
stored,on,19,green_bean],0
stored,on,19,kale],5
stored,on,19,parsnip],0
stored,on,19,potato],0
stored,on,19,rhubarb],0
stored,on,19,strawberry],0
stored,on,19,tulip],0
stored,on,19,unmilled_rice],0
stored,on,20,blue_jaz],0
stored,on,20,cauliflower],0
stored,on,20,green_bean],0
stored,on,20,kale],27
stored,on,20,parsnip],0
stored,on,20,potato],0
stored,on,20,rhubarb],0
stored,on,20,strawberry],0
stored,on,20,tulip],0
stored,on,20,unmilled_rice],0
stored,on,21,blue_jaz],0
stored,on,21,cauliflower],0
stored,on,21,green_bean],0
stored,on,21,kale],0
stored,on,21,parsnip],2
stored,on,21,potato],0
stored,on,21,rhubarb],0
stored,on,21,strawberry],0
stored,on,21,tulip],0
stored,on,21,unmilled_rice],0
stored,on,22,blue_jaz],0
stored,on,22,cauliflower],0
stored,on,22,green_bean],0
stored,on,22,kale],0
stored,on,22,parsnip],22
stored,on,22,potato],0
stored,on,22,rhubarb],0
stored,on,22,strawberry],0
stored,on,22,tulip],0
stored,on,22,unmilled_rice],0
stored,on,23,blue_jaz],0
stored,on,23,cauliflower],0
stored,on,23,green_bean],0
stored,on,23,kale],0
stored,on,23,parsnip],3
stored,on,23,potato],0
stored,on,23,rhubarb],0
stored,on,23,strawberry],0
stored,on,23,tulip],0
stored,on,23,unmilled_rice],0
stored,on,24,blue_jaz],0
stored,on,24,cauliflower],0
stored,on,24,green_bean],0
stored,on,24,kale],0
stored,on,24,parsnip],10
stored,on,24,potato],0
stored,on,24,rhubarb],0
stored,on,24,strawberry],0
stored,on,24,tulip],10
stored,on,24,unmilled_rice],0
stored,on,25,blue_jaz],0
stored,on,25,cauliflower],0
stored,on,25,green_bean],0
stored,on,25,kale],0
stored,on,25,parsnip],7
stored,on,25,potato],0
stored,on,25,rhubarb],0
stored,on,25,strawberry],0
stored,on,25,tulip],7
stored,on,25,unmilled_rice],0
stored,on,26,blue_jaz],0
stored,on,26,cauliflower],0
stored,on,26,green_bean],0
stored,on,26,kale],0
stored,on,26,parsnip],0
stored,on,26,potato],0
stored,on,26,rhubarb],0
stored,on,26,strawberry],0
stored,on,26,tulip],0
stored,on,26,unmilled_rice],0
stored,on,27,blue_jaz],0
stored,on,27,cauliflower],0
stored,on,27,green_bean],0
stored,on,27,kale],0
stored,on,27,parsnip],0
stored,on,27,potato],0
stored,on,27,rhubarb],0
stored,on,27,strawberry],0
stored,on,27,tulip],0
stored,on,27,unmilled_rice],0